,Holding Place,Year,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
4933,Paris,1924,Tennis,Tennis,"SHEPHERD BARRON, Dorothy Cunliffe",GBR,Women,doubles,W,Bronze
4938,Paris,1924,Tennis,Tennis,"TIMMER, Hendrik",NED,Men,mixed doubles,X,Bronze
4941,Paris,1924,Tennis,Tennis,"BOUMAN, Cornelia",NED,Women,mixed doubles,X,Bronze
4944,Paris,1924,Tennis,Tennis,"DE MORPURGO, Umberto",ITA,Men,singles,M,Bronze
4947,Paris,1924,Tennis,Tennis,"MAC KANE, Kathleen",GBR,Women,singles,W,Bronze
4950,Paris,1924,Weightlifting,Weightlifting,"REINMANN, Arthur",SUI,Men,"- 60kg, one-two hand 5 events (featherweight)",M,Bronze
4953,Paris,1924,Weightlifting,Weightlifting,"TAMMER, Harald",EST,Men,"+ 82.5kg, one-two hand 5 events (heavyweight)",M,Bronze
4956,Paris,1924,Weightlifting,Weightlifting,"DURDYS, Bohumil",TCH,Men,"60 - 67.5kg, one-two hand 5 events (lightweight)",M,Bronze
4959,Paris,1924,Weightlifting,Weightlifting,"KIKKAS, Jaan",EST,Men,"67.5 - 75kg, one-two hand 5 events (middleweight)",M,Bronze
4962,Paris,1924,Weightlifting,Weightlifting,"FRIEDRICH, Leopold",AUT,Men,"75 - 82.5kg, one-two hand 5 e. (light-heavyweight)",M,Bronze
4965,Paris,1924,Wrestling,Wrestling Free.,"HINES, Bryan",USA,Men,- 56kg (bantamweight),M,Bronze
4968,Paris,1924,Wrestling,Wrestling Free.,"MAC DONALD, Andrew",GBR,Men,+ 87kg (heavyweight),M,Bronze
4971,Paris,1924,Wrestling,Wrestling Free.,"NAITO, Katsutoshi",JPN,Men,56 - 61kg (featherweight),M,Bronze
4974,Paris,1924,Wrestling,Wrestling Free.,"HAAVISTO, Arvo",FIN,Men,61 - 66kg (lightweight),M,Bronze
4977,Paris,1924,Wrestling,Wrestling Free.,"MÜLLER, Otto",SUI,Men,66 - 72kg (welterweight),M,Bronze
4980,Paris,1924,Wrestling,Wrestling Free.,"PEKKALA, Vilho F.",FIN,Men,72 - 79kg (middleweight),M,Bronze
4983,Paris,1924,Wrestling,Wrestling Free.,"COURANT, Charles",SUI,Men,79 - 87kg (light-heavyweight),M,Bronze
4986,Paris,1924,Wrestling,Wrestling Gre-R,"IKONEN, Väinö V.",FIN,Men,- 58kg (bantamweight),M,Bronze
4989,Paris,1924,Wrestling,Wrestling Gre-R,"BADO, Rajmund",HUN,Men,+ 82.5kg (super heavyweight),M,Bronze
4992,Paris,1924,Wrestling,Wrestling Gre-R,"MALMBERG, Eric",SWE,Men,58 - 62kg (featherweight),M,Bronze
4995,Paris,1924,Wrestling,Wrestling Gre-R,"WESTERLUND, Kaarlo",FIN,Men,62 - 67.5kg (lightweight),M,Bronze
4998,Paris,1924,Wrestling,Wrestling Gre-R,"STEINBERG, Roman",EST,Men,67.5 - 75kg (middleweight),M,Bronze
5001,Paris,1924,Wrestling,Wrestling Gre-R,"PELLINEN, Onni",FIN,Men,75 - 82.5kg (light-heavyweight),M,Bronze
5004,Amsterdam,1928,Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,10m platform,M,Bronze
5007,Amsterdam,1928,Aquatics,Diving,"SJÖQVIST, Laura",SWE,Women,10m platform,W,Bronze
5010,Amsterdam,1928,Aquatics,Diving,"SIMAIKA, Farid",EGY,Men,3m springboard,M,Bronze
5013,Amsterdam,1928,Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,3m springboard,W,Bronze
5016,Amsterdam,1928,Aquatics,Swimming,"WYATT, Paul",USA,Men,100m backstroke,M,Bronze
5019,Amsterdam,1928,Aquatics,Swimming,"COOPER, Margaret Joyce",GBR,Women,100m backstroke,W,Bronze
5022,Amsterdam,1928,Aquatics,Swimming,"TAKAISHI, Katsuo",JPN,Men,100m freestyle,M,Bronze
5025,Amsterdam,1928,Aquatics,Swimming,"COOPER, Margaret Joyce",GBR,Women,100m freestyle,W,Bronze
5028,Amsterdam,1928,Aquatics,Swimming,"CRABBE, Clarence",USA,Men,1500m freestyle,M,Bronze
5031,Amsterdam,1928,Aquatics,Swimming,"YLDEFONSO, Teofilo",PHI,Men,200m breaststroke,M,Bronze
5034,Amsterdam,1928,Aquatics,Swimming,"MÜHE, Charlotte",GER,Women,200m breaststroke,W,Bronze
5037,Amsterdam,1928,Aquatics,Swimming,"BORG, Arne",SWE,Men,400m freestyle,M,Bronze
5040,Amsterdam,1928,Aquatics,Swimming,"MCKIM, Josephine E.",USA,Women,400m freestyle,W,Bronze
5043,Amsterdam,1928,Aquatics,Swimming,"REDFORD, Marie E.",RSA,Women,4x100m freestyle relay,W,Bronze
5044,Amsterdam,1928,Aquatics,Swimming,"RENNIE, Rhoda",RSA,Women,4x100m freestyle relay,W,Bronze
5045,Amsterdam,1928,Aquatics,Swimming,"RUSSELL, Kathleen",RSA,Women,4x100m freestyle relay,W,Bronze
5046,Amsterdam,1928,Aquatics,Swimming,"VAN DER GOES, Frederica Johanna",RSA,Women,4x100m freestyle relay,W,Bronze
5055,Amsterdam,1928,Aquatics,Swimming,"AULT, Garnet Walter",CAN,Men,4x200m freestyle relay,M,Bronze
5056,Amsterdam,1928,Aquatics,Swimming,"BOURNE, Frederick Munroe",CAN,Men,4x200m freestyle relay,M,Bronze
5057,Amsterdam,1928,Aquatics,Swimming,"SPENCE, Walter",CAN,Men,4x200m freestyle relay,M,Bronze
5058,Amsterdam,1928,Aquatics,Swimming,"THOMPSON, James",CAN,Men,4x200m freestyle relay,M,Bronze
5067,Amsterdam,1928,Aquatics,Water polo,"BULTEEL, Emile J.",FRA,Men,water polo,M,Bronze
5068,Amsterdam,1928,Aquatics,Water polo,"CUVELIER, Henri G.",FRA,Men,water polo,M,Bronze
5069,Amsterdam,1928,Aquatics,Water polo,"DUJARDIN, Paul",FRA,Men,water polo,M,Bronze
5070,Amsterdam,1928,Aquatics,Water polo,"KEIGNAERT, Jules",FRA,Men,water polo,M,Bronze
5071,Amsterdam,1928,Aquatics,Water polo,"PADOU SR., Henri",FRA,Men,water polo,M,Bronze
5072,Amsterdam,1928,Aquatics,Water polo,"ROGER, Ernest",FRA,Men,water polo,M,Bronze
5073,Amsterdam,1928,Aquatics,Water polo,"THÉVENON, Albert",FRA,Men,water polo,M,Bronze
5074,Amsterdam,1928,Aquatics,Water polo,"TRIBOUILLET, Achille C. M.",FRA,Men,water polo,M,Bronze
5075,Amsterdam,1928,Aquatics,Water polo,"VAN DE PLANCKE, Albert D.",FRA,Men,water polo,M,Bronze
5091,Amsterdam,1928,Athletics,Athletics,"WIDE, Edvin",SWE,Men,10000m,M,Bronze
5094,Amsterdam,1928,Athletics,Athletics,"LAMMERS, Georg",GER,Men,100m,M,Bronze
5097,Amsterdam,1928,Athletics,Athletics,"SMITH, Ethel M.",CAN,Women,100m,W,Bronze
5100,Amsterdam,1928,Athletics,Athletics,"COLLIER, John",USA,Men,110m hurdles,M,Bronze
5103,Amsterdam,1928,Athletics,Athletics,"PURJE, Eino Alfred",FIN,Men,1500m,M,Bronze
5106,Amsterdam,1928,Athletics,Athletics,"KÖRNIG, Helmuth",GER,Men,200m,M,Bronze
5109,Amsterdam,1928,Athletics,Athletics,"ANDERSEN, Ove",FIN,Men,3000m steeplechase,M,Bronze
5112,Amsterdam,1928,Athletics,Athletics,"BÜCHNER, Joachim",GER,Men,400m,M,Bronze
5115,Amsterdam,1928,Athletics,Athletics,"TAYLOR, Frederick Morgan",USA,Men,400m hurdles,M,Bronze
5118,Amsterdam,1928,Athletics,Athletics,"GILL, Cyril William",GBR,Men,4x100m relay,M,Bronze
5119,Amsterdam,1928,Athletics,Athletics,"LONDON, John Edward",GBR,Men,4x100m relay,M,Bronze
5120,Amsterdam,1928,Athletics,Athletics,"RANGELEY, Walter",GBR,Men,4x100m relay,M,Bronze
5121,Amsterdam,1928,Athletics,Athletics,"SMOUHA, Edward Ralph",GBR,Men,4x100m relay,M,Bronze
5130,Amsterdam,1928,Athletics,Athletics,"HOLDMANN, Anny",GER,Women,4x100m relay,W,Bronze
5131,Amsterdam,1928,Athletics,Athletics,"JUNKER, Helene",GER,Women,4x100m relay,W,Bronze
5132,Amsterdam,1928,Athletics,Athletics,"KELLNER, Rose",GER,Women,4x100m relay,W,Bronze
5133,Amsterdam,1928,Athletics,Athletics,"SCHMIDT, Helene ""Leni""",GER,Women,4x100m relay,W,Bronze
5142,Amsterdam,1928,Athletics,Athletics,"BALL, James A.",CAN,Men,4x400m relay,M,Bronze
5143,Amsterdam,1928,Athletics,Athletics,"EDWARDS, Philip",CAN,Men,4x400m relay,M,Bronze
5144,Amsterdam,1928,Athletics,Athletics,"GLOVER, Stanley",CAN,Men,4x400m relay,M,Bronze
5145,Amsterdam,1928,Athletics,Athletics,"WILSON, Alexander S.",CAN,Men,4x400m relay,M,Bronze
5154,Amsterdam,1928,Athletics,Athletics,"WIDE, Edvin",SWE,Men,5000m,M,Bronze
5157,Amsterdam,1928,Athletics,Athletics,"ENGELHARD, Hermann",GER,Men,800m,M,Bronze
5160,Amsterdam,1928,Athletics,Athletics,"GENTZEL, Inga K.",SWE,Women,800m,W,Bronze
5163,Amsterdam,1928,Athletics,Athletics,"DOHERTY, John Kenneth",USA,Men,decathlon,M,Bronze
5166,Amsterdam,1928,Athletics,Athletics,"CORSON, James Hunt",USA,Men,discus throw,M,Bronze
5169,Amsterdam,1928,Athletics,Athletics,"SVEDBERG, Ruth A.",SWE,Women,discus throw,W,Bronze
5172,Amsterdam,1928,Athletics,Athletics,"BLACK, Edmund Franklin",USA,Men,hammer throw,M,Bronze
5175,Amsterdam,1928,Athletics,Athletics,"MENARD, Claude Charles",FRA,Men,high jump,M,Bronze
5178,Amsterdam,1928,Athletics,Athletics,"WILEY, Mildred Olive",USA,Women,high jump,W,Bronze
5181,Amsterdam,1928,Athletics,Athletics,"SUNDE, Olav",NOR,Men,javelin throw,M,Bronze
5184,Amsterdam,1928,Athletics,Athletics,"BATES, Alfred Hilborn",USA,Men,long jump,M,Bronze
5187,Amsterdam,1928,Athletics,Athletics,"MARTTELIN, Martti B.",FIN,Men,marathon,M,Bronze
5190,Amsterdam,1928,Athletics,Athletics,"MCGINNIS, Charles English",USA,Men,pole vault,M,Bronze
5193,Amsterdam,1928,Athletics,Athletics,"HIRSCHFELD, Emil",GER,Men,shot put,M,Bronze
5196,Amsterdam,1928,Athletics,Athletics,"TUULOS, Vilho Immanuel",FIN,Men,triple jump,M,Bronze
5199,Amsterdam,1928,Boxing,Boxing,"CAVAGNOLI, Carlo",ITA,Men,- 50.8kg (flyweight),M,Bronze
5202,Amsterdam,1928,Boxing,Boxing,"MICHAELSEN, Michael Jacob",DEN,Men,+ 79.38kg (heavyweight),M,Bronze
5205,Amsterdam,1928,Boxing,Boxing,"ISAACS, Harry",RSA,Men,50.8 - 53.52kg (bantamweight),M,Bronze
5208,Amsterdam,1928,Boxing,Boxing,"DEVINE, Harold George",USA,Men,53.52 - 57.15kg (featherweight),M,Bronze
5211,Amsterdam,1928,Boxing,Boxing,"BERGGREN, Gunnar A. E.",SWE,Men,57.15 - 61.24kg (lightweight),M,Bronze
5214,Amsterdam,1928,Boxing,Boxing,"SMILLIE, Raymond",CAN,Men,61.24 - 66.68kg (welterweight),M,Bronze
5217,Amsterdam,1928,Boxing,Boxing,"STEYAERT, Léonard",BEL,Men,66.68 - 72.57kg (middleweight),M,Bronze
5220,Amsterdam,1928,Boxing,Boxing,"MILJON, Karel Leendert",NED,Men,72.57 - 79.38kg (light-heavyweight),M,Bronze
5223,Amsterdam,1928,Cycling,Cycling Road,"CARLSSON, Gösta V.",SWE,Men,individual time trial,M,Bronze
5226,Amsterdam,1928,Cycling,Cycling Road,"CARLSSON, Gösta V.",SWE,Men,team time trial,M,Bronze
5227,Amsterdam,1928,Cycling,Cycling Road,"JANSSON, Erik",SWE,Men,team time trial,M,Bronze
5228,Amsterdam,1928,Cycling,Cycling Road,"JOHNSSON, E. Georg",SWE,Men,team time trial,M,Bronze
5235,Amsterdam,1928,Cycling,Cycling Track,"FALCK HANSEN, Willy",DEN,Men,1km Pursuit,M,Bronze
5238,Amsterdam,1928,Cycling,Cycling Track,"GRAY, Edgar Laurence",AUS,Men,1km time trial,M,Bronze
5241,Amsterdam,1928,Cycling,Cycling Track,"BERNHARDT, Hans",GER,Men,2000m tandem,M,Bronze
5242,Amsterdam,1928,Cycling,Cycling Track,"KÖTHER, Karl",GER,Men,2000m tandem,M,Bronze
5247,Amsterdam,1928,Cycling,Cycling Track,"FALCK HANSEN, Willy",DEN,Men,Sprint indivual,M,Bronze
5250,Amsterdam,1928,Cycling,Cycling Track,"SOUTHALL, Michael George",GBR,Men,Team Pursuit (4000m),M,Bronze
5251,Amsterdam,1928,Cycling,Cycling Track,"WYLD, Frederick Henry",GBR,Men,Team Pursuit (4000m),M,Bronze
5252,Amsterdam,1928,Cycling,Cycling Track,"WYLD, Leonard Arthur",GBR,Men,Team Pursuit (4000m),M,Bronze
5253,Amsterdam,1928,Cycling,Cycling Track,"WYLD, Percy",GBR,Men,Team Pursuit (4000m),M,Bronze
5262,Amsterdam,1928,Equestrian,Dressage,"OLSON, Ragnar",SWE,Men,individual,X,Bronze
5265,Amsterdam,1928,Equestrian,Dressage,"LE HEUX, Gerard Willem",NED,Men,team,X,Bronze
5266,Amsterdam,1928,Equestrian,Dressage,"VAN REEDE, Jan Hermannus",NED,Men,team,X,Bronze
5267,Amsterdam,1928,Equestrian,Dressage,"VERSTEEGH, Pierre Marie Robert",NED,Men,team,X,Bronze
5274,Amsterdam,1928,Equestrian,Eventing,"NEUMANN, Bruno",GER,Men,individual,X,Bronze
5277,Amsterdam,1928,Equestrian,Eventing,"ANTONIEWICZ, Michal",POL,Men,team,X,Bronze
5278,Amsterdam,1928,Equestrian,Eventing,"DE ROMMEL (BARON), Karol",POL,Men,team,X,Bronze
5279,Amsterdam,1928,Equestrian,Eventing,"TRENKWALD, Jozef",POL,Men,team,X,Bronze
5286,Amsterdam,1928,Equestrian,Jumping,"KUHN, Charles-Gustave",SUI,Men,individual,X,Bronze
5289,Amsterdam,1928,Equestrian,Jumping,PEPITA,SUI,Women,individual,X,Bronze
5290,Amsterdam,1928,Equestrian,Jumping,"BJÖRNSTJERNA, Carl",SWE,Men,team,X,Bronze
5291,Amsterdam,1928,Equestrian,Jumping,"HALLBERG, Ernst",SWE,Men,team,X,Bronze
5292,Amsterdam,1928,Equestrian,Jumping,"HANSEN, Karl",SWE,Men,team,X,Bronze
5299,Amsterdam,1928,Fencing,Fencing,"CALNAN, George Charles",USA,Men,épée individual,M,Bronze
5302,Amsterdam,1928,Fencing,Fencing,"GAUDINI, Giulio",ITA,Men,foil individual,M,Bronze
5305,Amsterdam,1928,Fencing,Fencing,"OELKERS, Olga",GER,Women,foil individual,W,Bronze
5308,Amsterdam,1928,Fencing,Fencing,"ANGANUZZI, Raul",ARG,Men,foil team,M,Bronze
5309,Amsterdam,1928,Fencing,Fencing,"CAMET, Carmelo F.",ARG,Men,foil team,M,Bronze
5310,Amsterdam,1928,Fencing,Fencing,"LARRAZ, Roberto",ARG,Men,foil team,M,Bronze
5311,Amsterdam,1928,Fencing,Fencing,"LUCCHETTI, Hector Pablo",ARG,Men,foil team,M,Bronze
5312,Amsterdam,1928,Fencing,Fencing,"LUCCHETTI, Luis J.",ARG,Men,foil team,M,Bronze
5325,Amsterdam,1928,Fencing,Fencing,"BINI, Bino",ITA,Men,sabre individual,M,Bronze
5328,Amsterdam,1928,Fencing,Fencing,"FRIEDRICH, Tadeusz",POL,Men,sabre team,M,Bronze
5329,Amsterdam,1928,Fencing,Fencing,"LASKOWSKI, Kazimierz",POL,Men,sabre team,M,Bronze
5330,Amsterdam,1928,Fencing,Fencing,"MALECKI, Aleksander S.",POL,Men,sabre team,M,Bronze
5331,Amsterdam,1928,Fencing,Fencing,"PAPÉE, Adam",POL,Men,sabre team,M,Bronze
5332,Amsterdam,1928,Fencing,Fencing,"SEGDA, Wladyslaw",POL,Men,sabre team,M,Bronze
5333,Amsterdam,1928,Fencing,Fencing,"ZABIELSKI, Jerzy",POL,Men,sabre team,M,Bronze
5346,Amsterdam,1928,Football,Football,"BALONCIERI, Adolfo",ITA,Men,football,M,Bronze
5347,Amsterdam,1928,Football,Football,"BANCHERO, Elvio",ITA,Men,football,M,Bronze
5348,Amsterdam,1928,Football,Football,"BELLINI, Delfo",ITA,Men,football,M,Bronze
5349,Amsterdam,1928,Football,Football,"BERNARDINI, Fulvio",ITA,Men,football,M,Bronze
5350,Amsterdam,1928,Football,Football,"CALIGARIS, Umberto",ITA,Men,football,M,Bronze
5351,Amsterdam,1928,Football,Football,"COMBI, Giampero",ITA,Men,football,M,Bronze
5352,Amsterdam,1928,Football,Football,"DEGANI, V.",ITA,Men,football,M,Bronze
5353,Amsterdam,1928,Football,Football,"DEPRA, Giovanni",ITA,Men,football,M,Bronze
5354,Amsterdam,1928,Football,Football,"FERRARIS, A.",ITA,Men,football,M,Bronze
5355,Amsterdam,1928,Football,Football,"GASPERI, F.",ITA,Men,football,M,Bronze
5356,Amsterdam,1928,Football,Football,"GENOVESI, Pietro",ITA,Men,football,M,Bronze
5357,Amsterdam,1928,Football,Football,"JANNI, Antonio",ITA,Men,football,M,Bronze
5358,Amsterdam,1928,Football,Football,"LEVRATTO, Virgilio Felice",ITA,Men,football,M,Bronze
5359,Amsterdam,1928,Football,Football,"MAGNOZZI, Mario",ITA,Men,football,M,Bronze
5360,Amsterdam,1928,Football,Football,"PASTORE, P.",ITA,Men,football,M,Bronze
5361,Amsterdam,1928,Football,Football,"PIETROBONI, Silvio",ITA,Men,football,M,Bronze
5362,Amsterdam,1928,Football,Football,"PITTO, Alfredo",ITA,Men,football,M,Bronze
5363,Amsterdam,1928,Football,Football,"RIVOLTA, Enrico",ITA,Men,football,M,Bronze
5364,Amsterdam,1928,Football,Football,"ROSETTA, Virginio",ITA,Men,football,M,Bronze
5365,Amsterdam,1928,Football,Football,"ROSSETTI, Gino",ITA,Men,football,M,Bronze
5366,Amsterdam,1928,Football,Football,"SCHIAVIO, Angelo",ITA,Men,football,M,Bronze
5367,Amsterdam,1928,Football,Football,"VIVIANO, A.",ITA,Men,football,M,Bronze
5412,Amsterdam,1928,Gymnastics,Artistic G.,"MACK, Eugen",SUI,Men,horizontal bar,M,Bronze
5415,Amsterdam,1928,Gymnastics,Artistic G.,"STUKELJ, Leon",YUG,Men,individual all-round,M,Bronze
5418,Amsterdam,1928,Gymnastics,Artistic G.,"HÄNGGI, Hermann",SUI,Men,parallel bars,M,Bronze
5421,Amsterdam,1928,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",FIN,Men,pommel horse,M,Bronze
5424,Amsterdam,1928,Gymnastics,Artistic G.,"LOFFLER, Emanuel",TCH,Men,rings,M,Bronze
5427,Amsterdam,1928,Gymnastics,Artistic G.,"ANTOSIEWIC, Eduard",YUG,Men,team competition,M,Bronze
5428,Amsterdam,1928,Gymnastics,Artistic G.,"CIOTTI, Dragutin",YUG,Men,team competition,M,Bronze
5429,Amsterdam,1928,Gymnastics,Artistic G.,"DERGANC, Stane",YUG,Men,team competition,M,Bronze
5430,Amsterdam,1928,Gymnastics,Artistic G.,"GREGORKA, Boris",YUG,Men,team competition,M,Bronze
5431,Amsterdam,1928,Gymnastics,Artistic G.,"MALEJ, Anton",YUG,Men,team competition,M,Bronze
5432,Amsterdam,1928,Gymnastics,Artistic G.,"PORENTA, Ivan",YUG,Men,team competition,M,Bronze
5433,Amsterdam,1928,Gymnastics,Artistic G.,"PRIMOZIC, Josip",YUG,Men,team competition,M,Bronze
5434,Amsterdam,1928,Gymnastics,Artistic G.,"STUKELJ, Leon",YUG,Men,team competition,M,Bronze
5451,Amsterdam,1928,Gymnastics,Artistic G.,"BROADBENT, Annie",GBR,Women,team competition,W,Bronze
5452,Amsterdam,1928,Gymnastics,Artistic G.,"DESMOND, Lucy",GBR,Women,team competition,W,Bronze
5453,Amsterdam,1928,Gymnastics,Artistic G.,"HARTLEY, Margaret B.",GBR,Women,team competition,W,Bronze
5454,Amsterdam,1928,Gymnastics,Artistic G.,"JAGGER, Amy C.",GBR,Women,team competition,W,Bronze
5455,Amsterdam,1928,Gymnastics,Artistic G.,"JUDD, Isobel M. R.",GBR,Women,team competition,W,Bronze
5456,Amsterdam,1928,Gymnastics,Artistic G.,"KITE, Jessie T.",GBR,Women,team competition,W,Bronze
5457,Amsterdam,1928,Gymnastics,Artistic G.,"MOREMAN, Marjorie",GBR,Women,team competition,W,Bronze
5458,Amsterdam,1928,Gymnastics,Artistic G.,"PICKLES, Edith Carrie",GBR,Women,team competition,W,Bronze
5459,Amsterdam,1928,Gymnastics,Artistic G.,"SEYMOUR, Ethel",GBR,Women,team competition,W,Bronze
5460,Amsterdam,1928,Gymnastics,Artistic G.,"SMITH, Ada",GBR,Women,team competition,W,Bronze
5461,Amsterdam,1928,Gymnastics,Artistic G.,"SMITH, Hilda",GBR,Women,team competition,W,Bronze
5462,Amsterdam,1928,Gymnastics,Artistic G.,"WOODS, Doris",GBR,Women,team competition,W,Bronze
5487,Amsterdam,1928,Gymnastics,Artistic G.,"DERGANC, Stane",YUG,Men,vault,M,Bronze
5490,Amsterdam,1928,Hockey,Hockey,"BOCHE, Bruno",GER,Men,hockey,M,Bronze
5491,Amsterdam,1928,Hockey,Hockey,"BRUNNER, Georg",GER,Men,hockey,M,Bronze
5492,Amsterdam,1928,Hockey,Hockey,"FÖRSTENDORF, Heinz",GER,Men,hockey,M,Bronze
5493,Amsterdam,1928,Hockey,Hockey,"FRANZKOWIAK, Erwin",GER,Men,hockey,M,Bronze
5494,Amsterdam,1928,Hockey,Hockey,"FREYBERG, Werner",GER,Men,hockey,M,Bronze
5495,Amsterdam,1928,Hockey,Hockey,"HAAG, Theodor",GER,Men,hockey,M,Bronze
5496,Amsterdam,1928,Hockey,Hockey,"HAUSSMANN, Hans Heinrich",GER,Men,hockey,M,Bronze
5497,Amsterdam,1928,Hockey,Hockey,"HAVERBECK, Kurt",GER,Men,hockey,M,Bronze
5498,Amsterdam,1928,Hockey,Hockey,"HEYMANN, Aribert",GER,Men,hockey,M,Bronze
5499,Amsterdam,1928,Hockey,Hockey,"HOBEIN, Herbert",GER,Men,hockey,M,Bronze
5500,Amsterdam,1928,Hockey,Hockey,"HORN, Fritz",GER,Men,hockey,M,Bronze
5501,Amsterdam,1928,Hockey,Hockey,"IRMER, Karl-Heinz",GER,Men,hockey,M,Bronze
5502,Amsterdam,1928,Hockey,Hockey,"KEMMER, Herbert",GER,Men,hockey,M,Bronze
5503,Amsterdam,1928,Hockey,Hockey,"LINCKE, F.",GER,Men,hockey,M,Bronze
5504,Amsterdam,1928,Hockey,Hockey,"MÜLLER, Herbert",GER,Men,hockey,M,Bronze
5505,Amsterdam,1928,Hockey,Hockey,"PROFT, Werner",GER,Men,hockey,M,Bronze
5506,Amsterdam,1928,Hockey,Hockey,"SCHÄFER, H.",GER,Men,hockey,M,Bronze
5507,Amsterdam,1928,Hockey,Hockey,"STRANTZEN, Gerd",GER,Men,hockey,M,Bronze
5508,Amsterdam,1928,Hockey,Hockey,"WEISS, Kurt",GER,Men,hockey,M,Bronze
5509,Amsterdam,1928,Hockey,Hockey,"WOLLNER, Rolf",GER,Men,hockey,M,Bronze
5510,Amsterdam,1928,Hockey,Hockey,"WÖLTJE, Heinz",GER,Men,hockey,M,Bronze
5511,Amsterdam,1928,Hockey,Hockey,"ZANDER, Erich",GER,Men,hockey,M,Bronze
5549,Amsterdam,1928,Modern Pentathlon,Modern Pentath.,"KAHL, Helmut",GER,Men,Individual competition,M,Bronze
5552,Amsterdam,1928,Rowing,Rowing,"MCDOWELL, Paul L.",USA,Men,coxless pair (2-),M,Bronze
5553,Amsterdam,1928,Rowing,Rowing,"SCHMITT, John Victor",USA,Men,coxless pair (2-),M,Bronze
5558,Amsterdam,1928,Rowing,Rowing,"FLESSL, Viktor",AUT,Men,double sculls (2x),M,Bronze
5559,Amsterdam,1928,Rowing,Rowing,"LOSERT, Leo",AUT,Men,double sculls (2x),M,Bronze
5564,Amsterdam,1928,Rowing,Rowing,"DONNELLY, John Henry",CAN,Men,eight with coxswain (8+),M,Bronze
5565,Amsterdam,1928,Rowing,Rowing,"FIDDES, Frank James",CAN,Men,eight with coxswain (8+),M,Bronze
5566,Amsterdam,1928,Rowing,Rowing,"HAND, John L.",CAN,Men,eight with coxswain (8+),M,Bronze
5567,Amsterdam,1928,Rowing,Rowing,"HEDGES, Frederick Charles",CAN,Men,eight with coxswain (8+),M,Bronze
5568,Amsterdam,1928,Rowing,Rowing,"MEECH, Athol Charles",CAN,Men,eight with coxswain (8+),M,Bronze
5569,Amsterdam,1928,Rowing,Rowing,"MURDOCH, Jack L.",CAN,Men,eight with coxswain (8+),M,Bronze
5570,Amsterdam,1928,Rowing,Rowing,"NORRIS, Charles Edgar",CAN,Men,eight with coxswain (8+),M,Bronze
5571,Amsterdam,1928,Rowing,Rowing,"RICHARDSON, Herbert Trenchard",CAN,Men,eight with coxswain (8+),M,Bronze
5572,Amsterdam,1928,Rowing,Rowing,"ROSS, William M.",CAN,Men,eight with coxswain (8+),M,Bronze
5591,Amsterdam,1928,Rowing,Rowing,"BONADE, Umberto",ITA,Men,four without coxswain (4-),M,Bronze
5592,Amsterdam,1928,Rowing,Rowing,"FRESCHI, Pietro",ITA,Men,four without coxswain (4-),M,Bronze
5593,Amsterdam,1928,Rowing,Rowing,"GENNARI, Paolo",ITA,Men,four without coxswain (4-),M,Bronze
5594,Amsterdam,1928,Rowing,Rowing,"ROSSI, Cesare",ITA,Men,four without coxswain (4-),M,Bronze
5603,Amsterdam,1928,Rowing,Rowing,"BIRKHOLZ, Leszek Leon",POL,Men,four-oared shell with coxswain (4-),M,Bronze
5604,Amsterdam,1928,Rowing,Rowing,"BRONIKOWSKI, Franciszek",POL,Men,four-oared shell with coxswain (4-),M,Bronze
5605,Amsterdam,1928,Rowing,Rowing,"DREWEK, Boleslaw",POL,Men,four-oared shell with coxswain (4-),M,Bronze
5606,Amsterdam,1928,Rowing,Rowing,"JANKOWSKI, Edmund",POL,Men,four-oared shell with coxswain (4-),M,Bronze
5607,Amsterdam,1928,Rowing,Rowing,"ORMANOWSKI, Bernard",POL,Men,four-oared shell with coxswain (4-),M,Bronze
5618,Amsterdam,1928,Rowing,Rowing,"ANTHONY, Georges",BEL,Men,pair-oared shell with coxswain (2+),M,Bronze
5619,Amsterdam,1928,Rowing,Rowing,"DE CONINCK, François",BEL,Men,pair-oared shell with coxswain (2+),M,Bronze
5620,Amsterdam,1928,Rowing,Rowing,"FLAMENT, Léon",BEL,Men,pair-oared shell with coxswain (2+),M,Bronze
5627,Amsterdam,1928,Rowing,Rowing,"COLLET, Theodore David Anthony",GBR,Men,single sculls (1x),M,Bronze
5630,Amsterdam,1928,Sailing,Sailing,"BROMAN, B.",FIN,Men,12 foot dinghy individual,X,Bronze
5633,Amsterdam,1928,Sailing,Sailing,"FAEHLMANN, A.",EST,Men,6m,X,Bronze
5634,Amsterdam,1928,Sailing,Sailing,"FAEHLMANN, G.",EST,Men,6m,X,Bronze
5635,Amsterdam,1928,Sailing,Sailing,"VOGDT, E.",EST,Men,6m,X,Bronze
5636,Amsterdam,1928,Sailing,Sailing,"VON WIREN, W.",EST,Men,6m,X,Bronze
5637,Amsterdam,1928,Sailing,Sailing,"WEKSCHIN, N.",EST,Men,6m,X,Bronze
5647,Amsterdam,1928,Sailing,Sailing,"HAMMAR, Clarence",SWE,Men,8m,X,Bronze
5648,Amsterdam,1928,Sailing,Sailing,"HOLM, Tore",SWE,Men,8m,X,Bronze
